"facility_name","RN_Fluctuation","CNA_Fluctuation","avg_census"
"FORDHAM NURSING AND REHABILITATION CENTER","22.97958618614903","17.10114236040857","227.63333333333333"
"LUTHERAN LIVING SENIOR CAMPUS","22.976359736422072","22.015600129935905","128.7888888888889"
"NORWOOD CROSSING","22.94482487946434","6.672638360060047","116.83333333333333"
"FOREST MANOR HEALTH AND REHAB","22.942954600049223","24.594385092737888","164.74444444444444"
"ORANGE CITY NURSING AND REHAB CENTER","22.93769991527585","19.326629544505728","111.11111111111111"
"HAMILTON PARK NURSING AND REHABILITATION CENTER","22.918059031586438","20.488211799022338","197.32222222222222"
"OASIS REHABILITATION AND NURSING  LLC","22.90869285859383","15.969115626880777","89.8"
"RIDGEVIEW HEALTH SERVICES  INC","22.88842102236038","22.156270898979468","135.7"
"FOOTHILLS REHABILITATION CENTER","22.878345360300067","19.67895751111905","126.04444444444445"
"ROSEWOOD GARDENS REHABILITATION AND NURSING CENTER","22.875515135749676","22.771498031293163","137.56666666666666"
"THE CENTER FOR REHAB & NURSING WASHINGTON TOWNSHIP","22.865505370103065","31.945990129400077","139.4777777777778"
"GOOD SHEPHERD HOME RAKER CENTER","22.865331504954405","19.433891241898984","96.46666666666667"
"MARANATHA CARE CENTER","22.86321567002404","19.622978835462998","91.8"
"SPRINGS REHABILITATION AT BRANDYWINE","22.856249150482085","24.856542162165223","158.57777777777778"
"ALTERCARE OF NAVARRE CTR FOR REHAB & NRSG CARE","22.85416756320745","22.88856382956092","98.14444444444445"
"PRUITTHEALTH - LANIER","22.852930434917333","18.912915820450866","83.73333333333333"
"WEST NEWTON HEALTHCARE","22.832414203833594","20.751038065364565","103.18888888888888"
"CEDARS HEALTH CENTER","22.83005332026501","20.655323785461615","130.0888888888889"
"MEADOWPARK HEALTH AND REHABILITATION CENTER","22.824351487844908","11.379843369181357","101.05555555555556"
"REFORMED CHURCH HOME","22.7947040616851","16.65861782473561","78.58888888888889"
"COLUMBINE WEST HEALTH & REHAB FACILITY","22.794616427512075","14.103900111667345","88.87777777777778"
"BOSTICK NURSING CENTER","22.7907367685261","32.30531830643751","227.27777777777777"
"VETERANS HOME OF CALIFORNIA - CHULA VISTA","22.773656753436338","18.413227957682583","107.05555555555556"
"FOUR SEASONS NURSING AND REHABILITATION CENTER","22.771126373482364","27.234509077760453","261.5777777777778"
"LIFE CARE CENTER OF SARASOTA","22.762476959071844","18.647964997090934","113.9"
"WHISPERING OAKS","22.757411573443417","23.62122176487529","222.22222222222223"
"SHERIDAN VILLAGE NRSG & RHB","22.754745807592926","17.907824988492766","174.07777777777778"
"MARIA JOSEPH LIVING CARE CENTER","22.74679685335831","33.76003306162519","238.88888888888889"
"PRUITTHEALTH - SANTA ROSA","22.73313883544882","20.316312607318817","108.13333333333334"
"PARKVIEW NURSING & REHABILITATION CENTER","22.711386464844068","30.997004527554914","183.55555555555554"
"CHARLOTTE BAY REHAB AND CARE CENTER","22.71074585589923","21.721721285932748","155.37777777777777"
"VETERANS HOME OF CALIFORNIA - FRESNO","22.708342319082877","19.776023771422025","99.28888888888889"
"CENTER AT LOWRY  LLC","22.705130558881745","19.059189348954277","84.5"
"TRINITY RIDGE","22.704449123189836","24.63478887739263","109.82222222222222"
"WARREN BARR NORTH SHORE","22.702892630622767","20.782653713632765","146.51111111111112"
"GREEK AMERICAN REHAB CARE CTR","22.694750151908337","18.36176701641767","151.13333333333333"
"M I NURSING & RESTORATIVE CENTER","22.684604050409288","26.789473337681763","171.66666666666666"
"AUTUMN LAKE HEALTHCARE AT WAUGH CHAPEL","22.666846869496233","25.59799294206276","103.07777777777778"
"WESTMINSTER VILLAGE NORTH","22.665740778289894","25.11230717463189","120.5"
"AVENUE AT LYNDHURST","22.663324033384807","18.247587188509254","75.53333333333333"
"HAMPTON RIDGE HEALTHCARE AND REHABILITATION","22.644457771219358","29.380070203697507","182.48888888888888"
"NEW JERSEY VETERANS MEMORIAL HOME MENLO","22.64235794442345","48.89236000367634","153.77777777777777"
"SKYLAND CARE CENTER","22.641962502840272","31.144953781751155","87.73333333333333"
"BROOKSIDE INN","22.628245987224297","22.927493076631052","113.94444444444444"
"ROCKINGHAM COUNTY NURSING HOME","22.623787136154345","36.78164599222861","140.76666666666668"
"RESERVOIR CENTER FOR HEALTH & REHABILITATION  THE","22.60963440748103","25.58906138219947","123.31111111111112"
"MILLVILLE CENTER","22.607913340398277","19.204516178491676","134.0222222222222"
"BARDMOOR OAKS HEALTHCARE AND REHABILITATION CENTE","22.607151019135912","27.21276041756181","127.72222222222223"
"BRIDE BROOK REHABILITATION & NURSING CENTER","22.60676638513368","23.285404392887934","124.33333333333333"
"BARBOURVILLE HEALTH AND REHABILITATION CENTER","22.604624164543445","19.094615246960828","114.76666666666667"
"MIAMI SPRINGS NURSING AND REHABILITATION CENTER","22.599690546476612","24.27603368521396","186.9"
"CENTER AT EDEN HILL  LLC","22.582831411991233","25.726908170602446","74.77777777777777"
"NMMC BALDWYN NURSING FACILITY","22.575621290546632","19.239909721523755","92.5"
"WOOD GLEN ALZHEIMER'S COMMUNITY","22.57010440790583","23.24956690158143","115.85555555555555"
"PLANTATION NURSING & REHABILITATION CENTER","22.569726369121728","25.849206235126942","99.4888888888889"
"FUTURE CARE CHARLES VILLAGE","22.568148871183126","18.18484742108225","98.28888888888889"
"BRENTWOOD REHABILITATION AND HEALTHCARE CTR (THE)","22.56478992563297","28.218643729502393","136.75555555555556"
"SANTE OF SURPRISE","22.55671273907752","19.418558413089347","67.73333333333333"
"ELIOT CENTER FOR HEALTH AND REHABILITATION","22.554842995946238","21.680826005762206","87.4"
"QUAKERTOWN CENTER","22.55065753120255","21.288391222904327","123.24444444444444"
"PARK RIDGE NURSING HOME","22.54732147864097","28.69538387208242","118.45555555555555"
"SILVER LAKE HEALTHCARE CENTER","22.5467272110076","23.762473070042486","156.65555555555557"
"CARE ONE AT ESSEX PARK","22.523981532355965","21.753312775967913","161.36666666666667"
"RENWICK NURSING AND REHAB","22.51698966267534","17.08033522126753","101.91111111111111"
"BROOKESTONE MEADOWS REHABILITATION AND CARE CENTER","22.516370800205884","22.41102720901155","130.86666666666667"
"CENTER AT NORTHRIDGE  LLC  THE","22.507739041896023","19.485823056713386","91.71111111111111"
"PROMENADE REHABILITATION AND HEALTH CARE CENTER","22.507421766501924","27.388230474773753","221.9"
"RAVENWOOD SPECIALTY CARE","22.506635704013863","13.604869203763428","124.9888888888889"
"MARTINE CENTER FOR REHABILITATION AND NURSING","22.500563351249575","28.32622404749729","192.7"
"SMITHVILLE WESTERN CARE CENTER","22.49763325318044","21.65860244203128","100.82222222222222"
"WHITE HOUSE HEALTHCARE AND REHABILITATION CENTER","22.491518281346554","31.200472003442968","154.8111111111111"
"CASA DE RAMANA REHABILITATION CENTER","22.48936234176785","19.945045638093138","108.0"
"THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR","22.48864273721623","14.504310981424847","153.6"
"OASIS PAVILION NURSING & REHABILITATION CENTER","22.483626307494994","21.09320855757685","97.08888888888889"
"WATERVIEW HEIGHTS REHABILITATION AND NURSING CTR","22.478093268030815","38.66564622365284","196.33333333333334"
"AVERY NURSING HOME/NOBLE BUILDING","22.47737963007425","25.191591455377697","185.84444444444443"
"SPRING CREEK NURSING AND REHABILITATION CENTER LLC","22.471011649944096","21.985822900363907","78.3"
"LIFE CARE CENTER OF PENSACOLA","22.468914555525462","22.581886544583174","116.67777777777778"
"VILLAGES HEALTHCARE AND REHABILITATION CENTER  THE","22.466624115895524","30.39805876785818","112.28888888888889"
"PRESBYTERIAN HOMES OF BLOOMINGTON","22.466621188134333","16.990610526522566","87.18888888888888"
"FUTURE CARE COLD SPRING","22.459678037667494","28.04645931972495","128.06666666666666"
"THE GRAND REHABILITATION AND NURSING AT MOHAWK","22.456916026098643","17.920517398228906","108.2"
"DELHI POST-ACUTE","22.451783694892942","22.65475675109071","95.08888888888889"
"APERION CARE WEST CHICAGO","22.444031680144164","18.021015201841497","205.38888888888889"
"MOUNT ST FRANCIS NURSING CENTER","22.436260083039617","19.599049727862845","97.73333333333333"
"LEISURE CHATEAU REHABILITATION","22.433413736334476","33.82584062407797","174.34444444444443"
"WESTMORELAND MANOR","22.432545953990637","38.52614282598999","229.0888888888889"
"THE GRAND REHABILITATION AND NRSG AT CHITTENANGO","22.425746006711865","16.7856529830512","74.8"
"DOLPHIN POINTE HEALTH CARE CENTER","22.39341051867804","32.38833868187526","139.07777777777778"
"CURA OF MELROSE","22.389729091460975","16.2127360118138","55.65555555555556"
"AURORA ON FRANCE","22.3826918171419","17.64411758390256","55.75555555555555"
"ELEVATE CARE SOUTH HOLLAND","22.380956359849236","21.10176849715977","127.14444444444445"
"EATON COUNTY MEDICAL CARE FACI","22.36758497336933","24.52035926351441","116.21111111111111"
"WILEY MISSION","22.35406921141044","13.838825059429302","56.01111111111111"
"KENNEBUNK CENTER FOR HEALTH & REHABILITATION  LLC","22.349724266342143","15.923889717428779","73.08888888888889"
"WESTLAKE HEALTH CAMPUS","22.33330030303052","23.339097658124935","58.77777777777778"
"AVANTE AT BOCA RATON  INC.","22.33225373319932","22.431306700091852","133.0222222222222"
"REGENCY AT CANTON","22.33170516601064","38.21768539330215","131.5888888888889"
"ARCHBOLD LIVING CAMILLA","22.320222415326512","20.321426114907894","149.38888888888889"
"WEST HAVEN CENTER FOR NURSING & REHABILITATION","22.31866292755773","11.438574212941436","94.6"
"LIFE CARE CENTER OF WESTMINSTER","22.317083606095558","23.622216212200037","88.92222222222222"
"MONROE COMMUNITY HOSPITAL","22.31394563045395","70.86877065391533","380.47777777777776"
"POTTSTOWN SKILLED NURSING AND REHABILITATION CENTE","22.302918024409994","21.742538099229336","132.7888888888889"
"BRIDGEWATER HEALTHCARE CENTER","22.28458820375052","20.75528150524698","95.84444444444445"
"STEUBEN CENTER FOR REHABILITATION AND HEALTHCARE","22.279423201460194","22.670480743454014","102.73333333333333"
"PROVIDENCE BENEDICTINE NURSING CENTER","22.266030871387485","18.670987381539256","70.03333333333333"
"FLINT RIDGE NRSG & REHAB CTR","22.26444943319256","17.6307844448497","79.26666666666667"
"BETHLEHEM SOUTH SKILLED NURSING AND REHABILITATION","22.25349376580074","25.621993272946224","191.77777777777777"
"ASSUMPTION HOME","22.23749648679005","15.33945921638654","66.4"
"HEMPSTEAD PARK NURSING HOME","22.237359609454277","22.446653362829196","221.77777777777777"
"OAKS - BETHANY SKILLED NURSING  THE","22.225863095155475","26.564102943614248","112.45555555555555"
"LEGACY WESTERVILLE","22.22253473953158","20.318167772598386","101.24444444444444"
"BELLA TERRA ELMHURST","22.222473644801173","20.778410938065285","102.75555555555556"
"AUTUMN LAKE HEALTHCARE AT GLADE VALLEY","22.21986979563427","21.51151443708979","108.0111111111111"
"REBEKAH REHAB AND EXTENDED CARE CENTER","22.215619434958402","29.806373691028536","207.01111111111112"
"WATERS EDGE AT PORT JEFFERSON FOR REHAB AND NRSG","22.21421189738119","17.88537595547118","111.41111111111111"
"ELEVATE CARE RIVERWOODS","22.208533647652857","24.26809489376455","152.04444444444445"
"CYPRESS VILLAGE","22.202454833371895","19.817964902877012","88.86666666666666"
"NOVATO HEALTHCARE CENTER","22.200211128363062","20.620000031379703","170.95555555555555"
"THE CLUB AT LAKE GIBSON","22.194498515652302","19.25492967261652","112.4888888888889"
"ASTORIA PLACE LIVING & REHAB","22.1908931000822","21.975468142053813","150.24444444444444"
"CANTERBURY PLACE","22.184338938807365","21.645803098329097","110.33333333333333"
"JULIAN J LEVITT FAMILY NURSING HOME","22.183690943633493","33.47655665545097","176.36666666666667"
"SMP HEALTH - ST CATHERINE NORTH","22.181961050985013","34.39304060703638","121.62222222222222"
"TAMPA LAKES HEALTH AND REHABILITATION CENTER","22.179356988075515","27.80070653253016","169.94444444444446"
"CLYDE E LASSEN STATE VETERANS NURSING HOME","22.172561239291063","25.408633070658304","116.35555555555555"
"NSPIRE HEALTHCARE TAMARAC","22.166535483768026","15.625418046179652","124.41111111111111"
"CLARK MANOR","22.16119603159003","21.348672103009072","247.34444444444443"
"NESHAMINY MANOR HOME","22.159755758602095","32.0337948918702","342.3666666666667"
"METHODIST SPECIALTY CARE CENTER","22.15742875681626","19.397724060106288","55.666666666666664"
"DANVILLE REGIONAL REHABILITATION","22.15071698994709","20.50230168521447","103.26666666666667"
"OAK TRACE","22.140377515962765","14.695665632737146","97.95555555555555"
"SPRINGBROOK CENTER","22.1392812587805","20.078437536913935","114.5"
"FREEDOM SQUARE HEALTH CARE CENTER","22.13710791083931","16.875469863427234","107.68888888888888"
"PARK AVENUE EXTENDED CARE FACILITY","22.12408617299904","27.403568804905696","227.43333333333334"
"PINE HAVEN HOME","22.123458529146987","35.00835028354708","110.84444444444445"
"SOUTHMONT OF PRESBYTERIAN SENIORCARE","22.118072809785584","17.178887183713915","132.43333333333334"
"WESTERN CONVALESCENT HOSPITAL","22.10389044586728","32.75828007273486","113.43333333333334"
"ALDEN ESTATES OF BARRINGTON","22.101378748209022","19.979951718201743","113.33333333333333"
"LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE","22.09565419213729","18.278426674918222","115.91111111111111"
"JERSEYVILLE MANOR","22.095208982662186","20.419484251044437","142.33333333333334"
"SPRINGS AT MONARCH LANDING  THE","22.090596806018716","22.84442089546221","88.85555555555555"
"FRANKLIN OAKS NURSING AND REHABILITATION CENTER","22.089057957844936","19.70772036570439","128.05555555555554"
"PENNSBURG MANOR","22.060618294367323","14.489875548668325","114.21111111111111"
"ABSOLUT CTR FOR NURSING & REHAB WESTFIELD L L C","22.058047198726413","18.08994567412308","101.5111111111111"
"MERCY LIVING CENTER","22.056719529533275","11.699782121278723","57.05555555555556"
"CROWN PARK REHABILITATION AND NURSING CENTER","22.053169165662943","28.285828070138262","173.48888888888888"
"HERITAGE POINTE OF HUNTINGTON","22.051069994223347","24.354033605778962","69.71111111111111"
"SCHAFFER EXTENDED CARE CENTER","22.045960940518235","19.266914082815113","143.24444444444444"
"ROYAL PLAZA HEALTH AND REHABILITATION OF CASCADIA","22.045355042698976","9.241494372645718","52.28888888888889"
"THE HEALTHCARE CENTER AT BUCK CREEK","22.045222437408697","28.550578734529086","165.93333333333334"
"MILLER HEALTH CARE CENTER","22.0381531151531","17.27253747531419","90.15555555555555"
"APERION CARE LAKESHORE","22.01409776011496","30.99387835425197","224.98888888888888"
"ORCHARD VIEW REHABILITATION & SKILLED NURSING CTR","22.00500420830461","32.175123926198474","131.43333333333334"
"SANDSTONE OF TUCSON REHAB CENTRE","22.003419362999047","24.965871153415897","155.22222222222223"
"NHC HEALTHCARE  ANNISTON","21.993956474694055","30.212158158996512","127.56666666666666"
"VETERANS COMMUNITY LIVING CENTER AT FITZSIMONS","21.992347721471717","30.68751085662703","130.67777777777778"
"AUTUMN LAKE HEALTHCARE POST-ACUTE CARE CENTER","21.988416854318125","30.141011206446972","200.83333333333334"
"COMPLETE CARE AT HERITAGE LLC","21.987075742078343","29.03545781539036","146.1"
"HARRIS HILL CENTER  GENESIS HEALTHCARE","21.97921335768789","16.0684277952807","80.28888888888889"
"CORAL BAY AT PENSACOLA  LLC","21.972505389820466","23.601964709823665","194.32222222222222"
"VILLAGE ON THE ISLE","21.97103113760798","17.191598451938432","52.13333333333333"
"MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING","21.96553185278086","21.092767611331098","154.95555555555555"
"NEVINS NURSING & REHABILITATION CENTER","21.954626918868506","34.0120362517618","149.1888888888889"
"RADCLIFF VETERANS CENTER","21.952520302415508","18.541215855311606","57.25555555555555"
"LIGHTHOUSE NURSING CARE CENTER","21.94721609572744","19.523889780466398","119.87777777777778"
"PAVILION OF OTTAWA","21.943337025792935","19.637858034425523","128.62222222222223"
"COMPLETE CARE AT MULTI MEDICAL CENTER LLC","21.941491864295852","27.429927180337202","108.61111111111111"
"UNITED HEBREW GERIATRIC CENTER","21.934760264593013","20.778778946184055","176.38888888888889"
"EDISON CHRISTIAN HEALTH CENTER","21.934490623248426","22.173312202565935","98.17777777777778"
"FUTURE CARE OLD COURT","21.929888723869126","23.68433767635345","129.63333333333333"
"PEBBLE CREEK HEALTHCARE CENTER","21.92729303346131","27.041557956995987","145.62222222222223"
"ELLICOTT CITY HEALTHCARE CENTER","21.917401121257793","22.51433532094208","166.98888888888888"
"GUARDIAN ANGELS HEALTH & REHAB CENTER","21.91160867466639","10.74985080984631","63.955555555555556"
"WELLBRIDGE OF ROMEO  LLC","21.909152312587995","21.52509731208274","118.55555555555556"
"BROWARD NURSING & REHABILITATION CENTER","21.90571741989747","26.285943823584297","153.48888888888888"
"ASPIRE AT COLONIAL LAKES","21.902593287399203","26.206863093850234","156.4777777777778"
"ASPIRE AT OAKFIELD","21.898806094669535","20.671243003264443","111.4"
"KINGSTON COURT SKILLED NURSING AND REHABILITATION","21.896376767693948","20.895857170143813","137.67777777777778"
"PACIFIC GARDENS NURSING AND REHABILITATION CENTER","21.89460347346046","15.127734325445575","158.13333333333333"
"QUINCY HEALTHCARE & SR LIVING","21.888525602668555","23.957735496378533","83.42222222222222"
"THE NEW JEWISH HOME  SARAH NEUMAN","21.881484949221825","30.15472687753408","286.76666666666665"
"CORONADO HEALTHCARE CENTER","21.880700943822074","29.589156192657132","172.03333333333333"
"GOOD SAMARITAN SOCIETY - WACONIA AND WESTVIEW ACRE","21.87657716519239","16.04681986369087","66.52222222222223"
"FAIRLANE SENIOR CARE AND REHAB CENTER","21.87600702158622","24.1706628492432","125.1"
"GARDEN PLACE HEALTHCARE","21.873491870031998","32.347245244044416","122.23333333333333"
"OAKS - ATHENS SKILLED NURSING  THE","21.868781620167177","31.605655724575794","133.14444444444445"
"CLOVER HEALTH CARE","21.86096795662398","15.513022223053538","98.68888888888888"
"ST JOE MANOR","21.84604586759269","16.617371481347142","140.75555555555556"
"BEAR MOUNTAIN AT WEST SPRINGFIELD","21.84381199211956","23.159442498502596","113.78888888888889"
"REGENCY AT SHELBY TOWNSHIP","21.82728762917228","25.96228638271557","109.57777777777778"
"ELEVATE CARE NORTH BRANCH","21.80477016245302","24.78691868303641","134.84444444444443"
"WEST SUBURBAN NURSING & REHAB CENTER","21.802983201087784","33.73129254352873","186.36666666666667"
"REGINALD P WHITE NURSING FACILITY","21.781543093593655","8.170497076182706","57.233333333333334"
"LIFE CARE CENTER OF MEDINA","21.781323038266017","20.11424811849412","120.45555555555555"
"MICHAELSEN HEALTH CENTER","21.779589090759348","15.739084929843983","73.34444444444445"
"AUTUMN LAKE HEALTHCARE AT BALLENGER CREEK","21.775831701301566","32.094462609630085","117.43333333333334"
"KNOTT COUNTY HEALTH AND REHABILITATION CENTER","21.775720756562745","24.071601611668626","89.35555555555555"
"WARREN BARR OAK LAWN","21.77290380008235","24.362551307962377","104.18888888888888"
"CARE ONE AT WEYMOUTH","21.770833042130345","20.501437938668072","133.06666666666666"
"SIPPICAN HEALTHCARE CENTER","21.769566491493595","22.753843908575707","103.73333333333333"
"BEDROCK REHABILITATION AND NURSING CENTER AT WEST","21.769118909074","24.11148355454302","115.4888888888889"
"GRAFTON COUNTY NURSING HOME","21.765464747631725","18.356165770260095","100.28888888888889"
"HOLY FAMILY MANOR","21.76518143548356","16.501749114259944","116.6"
"TLC NURSING CENTER","21.752464272699797","15.43269007363473","97.38888888888889"
"LARCHWOOD INNS","21.752277705019946","25.85329089487541","84.16666666666667"
"SARASOTA POINT REHABILITATION CENTER","21.747031537335644","14.08161403861732","78.9"
"ST JAMES REHABILITATION & HEALTHCARE CENTER","21.74338026162808","27.34906998809069","226.06666666666666"
"SMITH CROSSING","21.740363895857207","25.678362851304808","78.81111111111112"
"LIFE CARE CENTER OF LONGMONT","21.73045642169592","18.716589321212595","112.66666666666667"
"POLARIS HEALTHCARE AND REHABILITATION CENTER","21.729703209214563","18.808403837947967","77.72222222222223"
"ASPIRE AT ENGLEWOOD","21.725084931510597","22.099220243935005","96.02222222222223"
"BOCA DEL MAR NURSING AND REHAB CENTER","21.71907283363363","16.152085175770704","162.7111111111111"
"LORIEN NSG & REHAB CTR BELAIR","21.71679077354119","21.093064045265926","111.38888888888889"
"HEALTHWIN","21.704915017696585","27.10260996502651","121.18888888888888"
"STILLWATER POST-ACUTE","21.697789288948062","35.63881143378222","237.6888888888889"
"OAKVIEW MANOR HEALTH CARE CENTER","21.695885836598297","18.81898151417768","104.43333333333334"
"MEDILODGE OF LIVINGSTON","21.695423785662324","23.50162287436467","84.33333333333333"
"BRIDGEWAY CARE AND REHAB CENTER AT HILLSBOROUGH","21.69257246966018","18.900652951889505","123.27777777777777"
"EPIC REHABILITATION AND NURSING AT WHITE PLAINS","21.68819443332657","22.1491130406928","151.5"
"SPRINGS ROAD HEALTHCARE","21.68610172694077","18.4879142893726","59.71111111111111"
"MEDILODGE OF WESTWOOD","21.682722212367718","16.271960609523834","84.47777777777777"
"UNIVERSITY HEIGHTS HEALTH AND LIVING COMMUNITY","21.67040018551159","28.5827377861165","132.74444444444444"
"THE COTTAGES","21.665760884119255","22.220637319609587","84.77777777777777"
"COMPLETE CARE AT HYATTSVILLE","21.663292916533162","40.59906898328597","261.0777777777778"
"NORTHERN RIVERVIEW HEALTH CARE  INC","21.651526524216695","30.11310343684704","176.9777777777778"
"CRESTWOOD MANOR - 104","21.628990062988375","44.32509867088631","176.85555555555555"
"ELDERWOOD AT CHEEKTOWAGA","21.626695370687003","25.857606045060916","152.0888888888889"
"ST VINCENT'S - A PROSPERA COMMUNITY","21.61493925096893","11.157658968134013","94.56666666666666"
"OAKS AT DENVILLE  THE","21.614063413269875","16.008201461644692","59.62222222222222"
"PROVIDENCE EXTENDED CARE","21.61240177339429","17.410488371250057","94.65555555555555"
"VILLAGE POINT","21.607916224447766","21.564577721281072","105.68888888888888"
"ROSEVILLE CARE CENTER","21.60009184664567","39.29935182151316","176.75555555555556"
"VILLAGE AT COOK SPRINGS SKILLED NURSING FACILITY","21.597716745104044","23.25106953898287","125.5111111111111"
"GUARDIAN ANGELS CARE CENTER","21.595735414136826","21.79308212545535","108.81111111111112"
"INGHAM COUNTY MEDICAL CARE FAC","21.592368408272193","26.128001479219314","136.06666666666666"
"CANAL VIEW - HOUGHTON COUNTY","21.577896514200084","18.286776090259345","121.68888888888888"
"ATHENS HEALTH AND REHABILITATION LLC","21.563253401946962","14.376393527262195","128.6888888888889"
"DOUGLASVILLE NURSING AND REHABILITATION CENTER","21.559176088297605","41.17496085658844","200.03333333333333"
"CARVER LIVING CENTER","21.55211416348892","24.032034753267077","184.9777777777778"
"BETHEL POINTE HEALTH AND REHAB","21.551879022216713","15.46756301483778","103.7"
"BRIARWOOD REHABILITATION & HEALTHCARE CENTER","21.542576082485187","21.11060359794724","110.22222222222223"
"MAINE VETERANS HOME - SO PARIS","21.516438708322063","11.992420632502412","51.022222222222226"
"AMBASSADOR NURSING & REHAB CENTER","21.515739465547167","18.001950089165344","149.3111111111111"
"NORTHPOINT/LEXINGTON HEALTHCARE CENTER","21.495628021354932","19.049397192450876","139.2"
"CALCUTTA HEALTH CARE CENTER","21.488322520082257","21.304875799530794","94.6"
"SOUTH MOUNTAIN HC","21.485853707462386","30.07931793970668","176.77777777777777"
"EDWARD J HEALEY REHABILITATION AND NURSING CENTER","21.484969922815107","15.368752092684431","113.4888888888889"
"THE HEALTHCARE RESORT OF LEAWOOD - IRON HORSE HLTH","21.474727740555167","19.64829686437453","57.65555555555556"
"MAJESTIC CARE OF CONNERSVILLE","21.474086245733652","22.98950250368259","93.32222222222222"
"RIVERSIDE HEALTH & REHAB CENTER","21.468761040251223","16.309897187297057","86.44444444444444"
"HAMILTON POINTE HEALTH AND REHAB","21.452474291930585","18.35117790053485","99.55555555555556"
"GOOD SAMARITAN NURSING HOME  OPERATOR  LLC","21.452341848012487","21.936566117177346","134.77777777777777"
"HARLEM CTR FOR NURSING AND REHABILITATION  L L C","21.44266556153545","25.91818913600809","195.94444444444446"
"PEACE CARE ST JOSEPH'S","21.438885289604713","19.949124083084747","122.97777777777777"
"HAMLIN PLACE OF BOYNTON BEACH","21.43524265165812","19.24143519301026","86.92222222222222"
"HEALTHPARK CARE CENTER","21.434589696462126","26.819693796407044","103.53333333333333"
"THE LAURELS OF GREENTREE RIDGE","21.4193628409599","18.82180045732168","85.91111111111111"
"IDYLWOOD CARE CENTER","21.419241137943583","25.226579500467473","141.95555555555555"
"LOPATCONG CENTER","21.418510605490614","22.853420950826784","131.01111111111112"
"ALDEN PARK STRATHMOOR","21.405063055431338","21.134077214899722","151.34444444444443"
"DOWNEY COMMUNITY HEALTH CENTER","21.400374690565684","31.628409555468092","171.86666666666667"
"LAKEVIEW VILLAGE","21.387322593746198","22.863252818486323","119.92222222222222"
"LUDLOWE CENTER FOR HEALTH & REHABILITATION  LLC","21.37942400652017","21.55208313533846","129.27777777777777"
"SINKING SPRING SKILLED NURSING AND REHABILITATION","21.378142761675324","19.770523341443095","200.9777777777778"
"BRIA OF RIVER OAKS","21.377489110644373","31.23252928520186","261.8666666666667"
"ST BENEDICTS HEALTH CENTER","21.376771560728024","10.184174769235701","94.18888888888888"
"ORCHARD VILLA","21.36474536571841","31.835626155246725","124.9888888888889"
"MOHUN HEALTH CARE CENTER","21.364369356770553","20.754411403503415","68.71111111111111"
"BOONESPRING TRANSITIONAL CARE CENTER  LLC","21.36229967597896","24.04435027074048","133.2888888888889"
"GOOD SHEPHERD HOME","21.36017170854785","18.881217718806994","79.34444444444445"
"NEFFSVILLE NURSING AND REHABILITATION","21.354563073899346","24.33416399100395","180.92222222222222"
"LIFE CARE CENTER OF PUEBLO","21.350954537138534","20.087962752115594","91.45555555555555"
"LIFE CARE CENTER OF TREASURE VALLEY","21.344018898695072","12.872880178638475","79.73333333333333"
"SALEM REHAB CENTER","21.342190964578577","20.977292133838787","113.37777777777778"
"CAROLTON CHRONIC & CONV HOSPITAL","21.335136734441427","44.02487216963657","122.38888888888889"
"PUTNAM NURSING & REHABILITATION CENTER","21.333871167436165","19.965033611382186","112.77777777777777"
"GREENFIELD HEALTH & REHAB CENTER","21.3293018726316","37.20424506652315","150.9777777777778"
"SUNVIEW RESPIRATORY AND REHABILITATION","21.329222436440606","25.555716117487552","118.12222222222222"
"TOTAL REHAB MOORESTOWN","21.324370666729767","34.30208059277127","120.78888888888889"
"MILFORD CENTER","21.312233254133073","24.414517428191555","121.07777777777778"
"METRO WEST NURSING AND REHAB CENTER","21.31017678292113","28.20967244648682","110.8"
"CITADEL OF GLENVIEW THE","21.306677547683094","18.170666028865984","119.84444444444445"
"SPRINGS AT LAKE POINTE WOODS","21.294124366795984","17.735357986487447","101.55555555555556"
"PLEASANT BAY OF BREWSTER REHAB CENTER","21.293041621309104","26.428942546746534","120.83333333333333"
"GROVE HEALTH & REHAB CTR  THE","21.291440888835716","21.767511938936103","117.47777777777777"
"ST. MARY'S NURSING CENTER INC","21.273415534168187","24.923933747919126","105.83333333333333"
"LIFE CARE CENTER OF NORTH GLENDALE","21.270983159905224","24.575788398669953","121.76666666666667"
"THE CHATEAU AT MOUNTAIN CREST NURSING & REHAB CTR","21.26693145697107","23.899505311959725","133.63333333333333"
"SOLARIS HEALTHCARE COCONUT CREEK","21.25174517325257","14.88905836474436","115.66666666666667"
"GLENGARIFF HEALTH CARE CENTER","21.25163685657448","31.225824606358533","248.37777777777777"
"LAURELS OF NORWORTH THE","21.251231718846427","23.303532453052416","113.35555555555555"
"MAPLE LAWN MEDICAL CARE FACILI","21.247129343857395","18.15417907218413","106.44444444444444"
"BROOKLYN GARDENS NURSING & REHABILITATION CENTER","21.246120578655763","26.13483431374191","227.44444444444446"
"WESTWOOD VLGE NRSG AND RHB CTR","21.233111082509723","26.287978567949615","105.2"
